source_user,day,total_logons,failed_logons,successful_logons,failure_rate,success_rate,unique_destinations,unique_source_computers,unique_logon_types,batch_or_rdp_logons,network_logons,unique_auth_types,kerberos_logons,ntlm_logons,active_hours,is_attack,if_score,if_prediction
ANONYMOUS LOGON@C14665,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C14868,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C15143,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0.0,0,0.24626535764714663,1
ANONYMOUS LOGON@C1529,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,6.6275,0,0.30132300085012276,1
ANONYMOUS LOGON@C154,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C1549,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C15538,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C16397,12,3,0,3,0.0,1.0,1,2,1,0,3,2,0,1,0.0311111111111111,0,0.24045091524836676,1
ANONYMOUS LOGON@C1672,12,3,0,3,0.0,1.0,1,1,1,0,3,1,0,0,1.199722222222222,0,0.30297765676521504,1
ANONYMOUS LOGON@C16926,12,3,0,3,0.0,1.0,1,1,1,0,3,1,0,0,4.498333333333333,0,0.29908548403027313,1
ANONYMOUS LOGON@C1697,12,4,0,4,0.0,1.0,1,1,1,0,4,1,0,0,4.186111111111111,0,0.28353062247209543,1
ANONYMOUS LOGON@C1700,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,3.4833333333333334,0,0.3225681760705735,1
ANONYMOUS LOGON@C17410,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C1767,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,3.4002777777777777,0,0.3229972382024096,1
ANONYMOUS LOGON@C17957,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0.0,0,0.24626535764714663,1
ANONYMOUS LOGON@C18448,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0.0,0,0.24626535764714663,1
ANONYMOUS LOGON@C18931,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C1909,12,27,0,27,0.0,1.0,1,1,1,0,27,1,0,0,8.110555555555555,0,0.1472580091461706,1
ANONYMOUS LOGON@C19149,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0.0,0,0.24626535764714663,1
ANONYMOUS LOGON@C19414,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0.0,0,0.24626535764714663,1
ANONYMOUS LOGON@C1971,12,3,0,3,0.0,1.0,1,1,1,0,3,1,0,0,5.270555555555555,0,0.2964760734296929,1
ANONYMOUS LOGON@C1972,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,0.6572222222222223,0,0.3332846366139011,1
ANONYMOUS LOGON@C2008,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C20944,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0.0,0,0.24626535764714663,1
ANONYMOUS LOGON@C2106,12,51,0,51,0.0,1.0,1,29,1,0,51,2,0,29,8.391666666666667,0,-0.0023606207395099332,-1
ANONYMOUS LOGON@C2127,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,7.799722222222222,0,0.2860862797182783,1
ANONYMOUS LOGON@C21323,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C2148,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C21857,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0.0,0,0.24626535764714663,1
ANONYMOUS LOGON@C2428,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0.0,0,0.24626535764714663,1
ANONYMOUS LOGON@C2519,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0.0,0,0.24626535764714663,1
ANONYMOUS LOGON@C2606,12,26,0,26,0.0,1.0,1,1,1,0,26,1,0,0,7.740833333333334,0,0.14752783348885856,1
ANONYMOUS LOGON@C2634,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C2645,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C2679,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,4.0125,0,0.3214178178937908,1
ANONYMOUS LOGON@C2719,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C2743,12,7,0,7,0.0,1.0,1,1,1,0,7,1,0,0,7.966666666666667,0,0.22263406556181786,1
ANONYMOUS LOGON@C2925,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C308,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C3149,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C3432,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C366,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C3677,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C3894,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C4133,12,5,0,5,0.0,1.0,1,1,1,0,5,1,0,0,4.545,0,0.2688084712369686,1
ANONYMOUS LOGON@C4289,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C457,12,81,0,81,0.0,1.0,1,45,1,0,81,2,0,47,8.392777777777777,0,-0.03053427910195594,-1
ANONYMOUS LOGON@C46,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C467,12,143,0,143,0.0,1.0,1,68,1,0,143,2,0,77,8.603333333333333,0,-0.049394669322094464,-1
ANONYMOUS LOGON@C4679,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C528,12,93,0,93,0.0,1.0,1,46,1,0,93,2,0,49,8.525555555555556,0,-0.037578031429304715,-1
ANONYMOUS LOGON@C529,12,117,0,117,0.0,1.0,1,61,1,0,117,2,0,66,8.635277777777778,0,-0.0488797872974841,-1
ANONYMOUS LOGON@C5778,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C585,12,4,0,4,0.0,1.0,1,1,1,0,4,1,0,0,3.0241666666666664,0,0.2815122259080888,1
ANONYMOUS LOGON@C5853,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C586,12,1140,0,1140,0.0,1.0,1,651,1,0,1140,2,0,870,8.656944444444445,0,-0.06196550144161628,-1
ANONYMOUS LOGON@C5989,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C6089,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0.0,0,0.24626535764714663,1
ANONYMOUS LOGON@C612,12,143,0,143,0.0,1.0,1,63,1,0,143,2,0,85,8.565,0,-0.049394669322094464,-1
ANONYMOUS LOGON@C6167,12,20,0,20,0.0,1.0,1,3,1,0,20,2,0,14,7.493055555555555,0,0.09874850502388022,1
ANONYMOUS LOGON@C625,12,99,0,99,0.0,1.0,1,47,1,0,99,2,0,55,8.563333333333333,0,-0.040816178328210606,-1
ANONYMOUS LOGON@C681,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0.0,0,0.24626535764714663,1
ANONYMOUS LOGON@C7100,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C7294,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C7298,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C743,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,7.0152777777777775,0,0.2941108097847591,1
ANONYMOUS LOGON@C754,12,16,0,16,0.0,1.0,1,7,1,0,16,2,0,7,2.353333333333333,0,0.0943614822069816,1
ANONYMOUS LOGON@C7999,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
ANONYMOUS LOGON@C803,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0.0,0,0.24626535764714663,1
ANONYMOUS LOGON@C8784,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0.0,0,0.24626535764714663,1
ANONYMOUS LOGON@C968,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,1,0.0,0,0.24626535764714663,1
C1$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,2,2,1,0,1.8683333333333332,0,0.3264345863009501,1
C10$@DOM1,12,8,4,4,0.5,0.5,7,7,2,0,7,3,1,0,2.404166666666667,0,0.0384749520185681,1
C100$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,0,1,5.272222222222222,0,0.2688222199948046,1
C1000$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C10001$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,6.801944444444445,0,0.3018911908534962,1
C10003$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C10005$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C10008$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,0,0,3.915277777777778,0,0.3214178178937908,1
C1001$@DOM1,12,3,0,3,0.0,1.0,1,2,1,0,3,2,1,0,1.755,0,0.3271487277601985,1
C10010$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,3,1,1,5.210555555555556,0,0.2421320227816961,1
C10012$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C10014$@DOM1,12,7,0,7,0.0,1.0,4,4,1,0,7,2,2,0,5.515833333333333,0,0.2726602451585752,1
C10018$@DOM1,12,3,0,3,0.0,1.0,3,2,1,0,3,2,2,0,0.4305555555555556,0,0.32192326665201487,1
C1002$@DOM1,12,3,0,3,0.0,1.0,3,3,1,0,3,2,1,0,6.490555555555556,0,0.3312680025529055,1
C10020$@DOM1,12,5,0,5,0.0,1.0,2,2,1,0,5,2,3,0,7.224444444444444,0,0.32568638042129827,1
C10022$@DOM1,12,4,0,4,0.0,1.0,3,2,3,0,2,3,1,0,0.1369444444444444,0,0.1662768998738341,1
C10024$@DOM1,12,4,0,4,0.0,1.0,2,2,2,0,3,2,2,0,0.0555555555555555,0,0.30775368375823897,1
C10029$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,2,0,3.556388888888889,0,0.3477316368914949,1
C1003$@DOM1,12,7,0,7,0.0,1.0,4,4,1,0,7,2,2,0,3.643611111111111,0,0.2591357580507555,1
C10031$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C10033$@DOM1,12,4,0,4,0.0,1.0,2,3,2,0,3,2,1,0,2.151388888888889,0,0.3175422810633146,1
C10035$@DOM1,12,3,0,3,0.0,1.0,2,2,2,0,2,2,1,0,4.906111111111112,0,0.3353656892335239,1
C10037$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,4.2525,0,0.33056885895734084,1
C10039$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C1004$@DOM1,12,3,0,3,0.0,1.0,2,2,2,0,2,1,0,0,7.001388888888889,0,0.29844678288003135,1
C10041$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,2,0,3.7855555555555553,0,0.34932552018045404,1
C10043$@DOM1,12,3,0,3,0.0,1.0,2,2,2,0,2,2,1,0,0.0069444444444444,0,0.31716917886551377,1
C10045$@DOM1,12,4,0,4,0.0,1.0,2,3,1,0,4,2,2,0,6.178055555555556,0,0.334462873244585,1
C10047$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,0.0027777777777777,0,0.30068663664366385,1
C1005$@DOM1,12,8,0,8,0.0,1.0,6,7,2,0,7,2,1,0,7.211111111111111,0,0.20167487108299453,1
C10052$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C10056$@DOM1,12,4,0,4,0.0,1.0,2,2,2,0,3,2,2,0,8.664722222222222,0,0.31349059713052063,1
C10058$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,0,1,0.01,0,0.257313510595011,1
C1006$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C10061$@DOM1,12,6,0,6,0.0,1.0,3,3,1,0,6,2,3,0,0.1386111111111111,0,0.26736660683487695,1
C10063$@DOM1,12,9,0,9,0.0,1.0,4,2,2,0,7,2,5,0,6.073888888888889,0,0.26496768050852576,1
C10065$@DOM1,12,6,0,6,0.0,1.0,4,4,2,0,5,1,0,0,4.184166666666667,0,0.2312784759259348,1
C10067$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,2.5661111111111112,0,0.32010346624024105,1
C10069$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C1007$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,1,0,0,7.1113888888888885,0,0.31183790202653816,1
C10071$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C10075$@DOM1,12,2,0,2,0.0,1.0,1,2,2,0,1,1,0,0,3.984722222222222,0,0.2832019724545268,1
C10077$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C10079$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C1008$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,2,0,1.9561111111111111,0,0.34228781653855533,1
C10083$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,1,0,1.1547222222222222,0,0.312119857629568,1
C10085$@DOM1,12,4,0,4,0.0,1.0,1,1,1,0,4,1,4,0,7.242222222222222,0,0.23048513664856712,1
C10087$@DOM1,12,5,0,5,0.0,1.0,5,2,2,0,3,2,2,0,0.1975,0,0.2611423316467426,1
C10089$@DOM1,12,3,0,3,0.0,1.0,1,2,1,0,3,2,1,0,1.9427777777777775,0,0.3264830252145996,1
C1009$@DOM1,12,2,0,2,0.0,1.0,1,1,1,0,2,1,2,0,3.2016666666666667,0,0.3087710577526405,1
C10091$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,0.7733333333333333,0,0.33296891349113716,1
C10093$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C10095$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,1,0,0,0.1558333333333333,0,0.31621747670549843,1
C10099$@DOM1,12,21,0,21,0.0,1.0,2,2,1,0,21,2,12,0,7.590277777777778,0,0.16618635553485983,1
C101$@DOM1,12,137,0,137,0.0,1.0,15,11,2,0,132,3,60,3,8.537777777777778,0,-0.08094930577756698,-1
C1010$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,0.0272222222222222,0,0.30068663664366385,1
C10101$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,1.0216666666666667,0,0.3443103794099836,1
C10103$@DOM1,12,6,0,6,0.0,1.0,3,3,1,0,6,2,2,0,6.336388888888889,0,0.3181668947146229,1
C10105$@DOM1,12,6,0,6,0.0,1.0,4,2,1,0,6,2,5,0,7.856388888888889,0,0.27103150180667607,1
C10107$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,2,1,1,0.1819444444444444,0,0.24639986213835008,1
C1011$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,2.998333333333333,0,0.3289082258676219,1
C10116$@DOM1,12,3,0,3,0.0,1.0,1,1,1,0,3,1,3,0,0.4,0,0.24943576132126005,1
C10118$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,0,1,0,0,0.0,0,0.3554538211039278,1
C1012$@DOM1,12,4,0,4,0.0,1.0,2,2,3,0,2,2,0,0,7.578611111111111,0,0.23174513845620515,1
C10121$@DOM1,12,6,0,6,0.0,1.0,3,3,1,0,6,3,3,1,6.674444444444444,0,0.22113528578979647,1
C10123$@DOM1,12,3,0,3,0.0,1.0,2,1,1,0,0,1,0,0,4.5,0,0.2987579290567903,1
C10125$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C10127$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,2,2,0,7.907777777777778,0,0.3222442256051368,1
C10129$@DOM1,12,4,0,4,0.0,1.0,2,2,1,0,4,3,2,1,4.346111111111111,0,0.2398015778750342,1
C1013$@DOM1,12,3,0,3,0.0,1.0,1,2,1,0,3,3,1,1,3.4097222222222223,0,0.22732880045643222,1
C10131$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C10134$@DOM1,12,2,0,2,0.0,1.0,1,2,1,0,2,2,1,0,0.0,0,0.3199684684339651,1
C10136$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,1,0,6.828055555555555,0,0.3469869176057163,1
C1014$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,1,0,0,2.051388888888889,0,0.3251963835994303,1
C10142$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C10144$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C10148$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,0.1616666666666666,0,0.31315201997521663,1
C1015$@DOM1,12,11,4,7,0.3636363636363636,0.6363636363636364,7,6,2,0,7,3,1,0,6.921111111111111,0,0.05439111389541684,1
C10150$@DOM1,12,3,0,3,0.0,1.0,1,2,1,0,3,2,1,0,1.2355555555555555,0,0.3264768357406264,1
C10152$@DOM1,12,8,0,8,0.0,1.0,6,3,2,0,6,2,4,0,7.073611111111111,0,0.24639317357115792,1
C10156$@DOM1,12,4,0,4,0.0,1.0,3,2,2,0,3,2,2,0,5.552222222222222,0,0.3351542424990438,1
C10159$@DOM1,12,4,0,4,0.0,1.0,4,4,2,0,3,1,0,0,3.9705555555555554,0,0.24103491984248365,1
C1016$@DOM1,12,6,0,6,0.0,1.0,3,3,2,0,5,2,2,0,6.819722222222223,0,0.3202931529245639,1
C10161$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,3.750277777777778,0,0.33081163208418246,1
C10163$@DOM1,12,4,0,4,0.0,1.0,3,2,2,0,3,2,2,0,0.3138888888888889,0,0.3072470279941063,1
C10167$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,2,1,0,1.7927777777777778,0,0.319627577402569,1
C10169$@DOM1,12,3,0,3,0.0,1.0,3,1,2,0,2,3,1,1,4.8133333333333335,0,0.2147156349015945,1
C1017$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,2,1,0,4.254444444444444,0,0.3469623244740522,1
C10173$@DOM1,12,4,0,4,0.0,1.0,3,1,2,0,3,3,1,2,6.730833333333333,0,0.18119088026472363,1
C10175$@DOM1,12,2,0,2,0.0,1.0,2,1,1,0,2,1,2,0,1.2047222222222222,0,0.32038429739900537,1
C10177$@DOM1,12,6,0,6,0.0,1.0,2,2,1,0,6,1,0,0,5.363055555555556,0,0.2792458290384042,1
C10179$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,1,0,0,6.691666666666666,0,0.3167533086903542,1
C10183$@DOM1,12,4,0,4,0.0,1.0,2,2,2,0,3,2,2,0,3.7536111111111112,0,0.33253584153935545,1
C10187$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C10189$@DOM1,12,5,0,5,0.0,1.0,3,3,1,0,5,2,3,0,0.2116666666666666,0,0.2787729049074418,1
C1019$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C10191$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,2,0,1,8.148055555555555,0,0.24894354137747005,1
C10193$@DOM1,12,3,0,3,0.0,1.0,2,3,1,0,3,2,1,0,3.415555555555556,0,0.32966509646779385,1
C10195$@DOM1,12,3,0,3,0.0,1.0,2,3,1,0,3,2,1,0,5.740277777777778,0,0.33583535223885724,1
C10197$@DOM1,12,2,0,2,0.0,1.0,2,2,2,0,1,1,0,0,0.0019444444444444,0,0.30068663664366385,1
C10199$@DOM1,12,6,0,6,0.0,1.0,4,3,2,0,5,2,3,0,5.9825,0,0.3065669861756454,1
C102$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C1020$@DOM1,12,3,0,3,0.0,1.0,1,2,1,0,3,2,1,0,1.2372222222222222,0,0.3264768357406264,1
C10202$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C10206$@DOM1,12,7,0,7,0.0,1.0,2,3,1,0,7,2,1,0,7.25,0,0.2998993937162859,1
C10208$@DOM1,12,6,0,6,0.0,1.0,4,4,2,0,4,3,2,0,4.1563888888888885,0,0.23633714049904764,1
C1021$@DOM1,12,4,0,4,0.0,1.0,2,2,1,0,4,2,3,0,6.4863888888888885,0,0.33395571910531857,1
C10212$@DOM1,12,2,0,2,0.0,1.0,2,2,1,0,2,1,0,0,4.440555555555555,0,0.3308280915245057,1
C10214$@DOM1,12,3,0,3,0.0,1.0,2,2,2,0,2,2,1,0,0.7663888888888889,0,0.3267420946250235,1
C10216$@DOM1,12,9,0,9,0.0,1.0,5,4,2,0,7,2,1,0,6.994166666666667,0,0.2474616641391753,1
C10218$@DOM1,12,6,0,6,0.0,1.0,5,2,2,0,4,2,3,0,5.441388888888889,0,0.28712583243993045,1
C10219$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,0,0,0.0,0,0.36501505021801656,1
C1022$@DOM1,12,3,0,3,0.0,1.0,2,1,1,0,3,1,3,0,5.600555555555555,0,0.2828436915482803,1
C10221$@DOM1,12,4,0,4,0.0,1.0,3,3,1,0,4,1,0,0,0.9511111111111112,0,0.27729128127518066,1
C10223$@DOM1,12,3,0,3,0.0,1.0,3,2,2,0,2,1,0,0,5.748611111111111,0,0.30163972299224956,1
C10225$@DOM1,12,6,0,6,0.0,1.0,4,3,2,0,5,2,3,0,8.312222222222223,0,0.29509243161437504,1
C10227$@DOM1,12,4,0,4,0.0,1.0,2,2,2,0,3,2,2,0,1.126111111111111,0,0.32033911320349095,1
C10229$@DOM1,12,1,0,1,0.0,1.0,1,1,1,0,1,1,1,0,0.0,0,0.35369508869953176,1
C1023$@DOM1,12,2,0,2,0.0,1.0,2,1,2,0,1,2,1,0,2.4322222222222223,0,0.3141746316068419,1
C10230$@DOM1,12,2,0,2,0.0,1.0,1,2,2,0,1,1,0,0,3.0658333333333334,0,0.2857095897704221,1
C10233$@DOM1,12,5,0,5,0.0,1.0,3,4,1,0,5,3,1,1,7.701388888888889,0,0.20527856410972423,1
C10237$@DOM1,12,8,0,8,0.0,1.0,4,3,1,0,8,2,5,0,7.490277777777778,0,0.2591569973210875,1
C1024$@DOM1,12,4,0,4,0.0,1.0,4,3,1,0,4,3,1,1,6.855555555555555,0,0.22360673098460132,1
C10241$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,1,0,0,2.996111111111111,0,0.325767119149433,1
C10245$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,2,0,5.244722222222222,0,0.3495379656054869,1
C10247$@DOM1,12,4,0,4,0.0,1.0,2,3,1,0,4,2,2,0,3.2086111111111117,0,0.3277988859044274,1
C10249$@DOM1,12,3,0,3,0.0,1.0,2,2,1,0,3,2,2,0,3.591111111111111,0,0.3481755061358111,1
C1025$@DOM1,12,18,0,18,0.0,1.0,6,4,2,0,17,2,9,0,7.7780555555555555,0,0.1630613240588068,1
