source_user,day,total_logons,failed_logons,successful_logons,failure_rate,success_rate,unique_destinations,unique_source_computers,unique_logon_types,batch_or_rdp_logons,network_logons,unique_auth_types,kerberos_logons,ntlm_logons,active_hours,is_attack,if_score,if_prediction,shap_total_logons,shap_failed_logons,shap_failure_rate,shap_unique_destinations,shap_unique_source_computers,shap_unique_logon_types,shap_batch_or_rdp_logons,shap_network_logons,shap_unique_auth_types,shap_kerberos_logons,shap_ntlm_logons,shap_active_hours,shap_top_feature
C1065$@DOM1,12,200,1,199,0.005,0.995,7,9,2,0,199,3,102,0,8.580833333333333,0,-0.0779428195501241,-1,-1.9740811499952526,-0.9935838627197996,-0.09150740709310172,-0.7835262430229585,-1.1039624404945547,-0.21001328103821323,0.00846256460172746,-1.9776678184257406,-0.6299370724247525,-2.046656263555323,0.0533960216644003,-0.38072467129804577,kerberos_logons
C1085$@DOM1,12,137,0,137,0.0,1.0,21,15,3,0,118,3,62,0,8.588888888888889,0,-0.0839289544801206,-1,-1.843200776343394,0.010805783505253956,0.011562140674015675,-1.4013578868446412,-1.3639062245647169,-1.1796358847204802,0.009877324402523717,-1.7578782204458303,-0.6528161757756442,-1.765089783036142,0.055807004499212505,-0.36556850606120767,total_logons
C1114$@DOM1,12,669,1,668,0.0014947683109118,0.9985052316890882,18,16,2,0,552,2,271,0,8.638333333333334,0,-0.0978346359071018,-1,-1.9908470730962344,-0.9743434268694435,-0.05698951713706923,-1.4081517932293888,-1.4400494560756085,-0.24715246560262194,0.00651595107730383,-1.9270939149293476,0.01604250807097087,-2.147838801848095,0.06368041175892791,-0.39121058861840324,kerberos_logons
C123$@DOM1,12,202,0,202,0.0,1.0,17,17,2,0,196,2,96,0,8.642777777777777,0,-0.081028765284288,-1,-2.1795968839354694,0.011347059056228365,0.012922372556200096,-1.5248792351706462,-1.6046209496233586,-0.25934568059290103,0.007755076699841002,-2.041525908932944,0.014340198862375333,-2.2789525203030783,0.0708553738064902,-0.4157370689217539,kerberos_logons
C1617$@DOM1,12,300,0,300,0.0,1.0,15,16,2,0,297,2,149,0,8.654166666666667,0,-0.0826397779801056,-1,-2.194765203452329,0.011391312036683553,0.012677810097277763,-1.480561502507441,-1.5709877738378186,-0.26561052380316996,0.007621518528041005,-2.082937417111203,0.004630664825689057,-2.311801103853693,0.07116488522384778,-0.41826083264490294,kerberos_logons
C1708$@DOM1,12,130,0,130,0.0,1.0,12,11,2,0,124,3,53,4,8.627777777777778,0,-0.0793417208528727,-1,-1.7659687178370154,0.011316919916502303,0.011518202308401764,-1.1267895011665265,-1.2050302337992163,-0.21738759225779464,0.007444623766176212,-1.7974161176426398,-0.5748141058412398,-1.7130394689726232,-1.4112389098904228,-0.3745520069430259,network_logons
C1737$@DOM1,12,39,0,39,0.0,1.0,13,11,3,0,34,3,15,0,8.138055555555555,0,-0.0115780424098267,-1,-1.3004613840627237,0.013339168927582766,0.013508096937188505,-1.537158397715101,-1.3920937218891012,-1.3595670231173473,0.011882350179484077,-1.1909203279159166,-0.6903129068005225,-1.1627539675196086,0.0665282043083309,-0.3045719409734743,unique_destinations
C1766$@DOM1,12,259,0,259,0.0,1.0,17,14,2,0,252,2,144,0,8.6425,0,-0.082371048731862,-1,-2.186330911446891,0.011373516576581932,0.012945105553831375,-1.5439622974635159,-1.5533880531342554,-0.2597008283586806,0.007621518528041005,-2.05608525406211,0.009797326934554356,-2.3106121888377706,0.07098410329854421,-0.41508020408734514,kerberos_logons
C1794$@DOM1,12,247,0,247,0.0,1.0,16,16,2,0,236,2,106,0,8.626388888888888,0,-0.0804924873021821,-1,-2.1933006816040512,0.011391312036683553,0.012892578512074777,-1.4893900246768645,-1.5926950359628989,-0.25884109718038345,0.007755076699841002,-2.050252997188932,0.01083135787002847,-2.288180755693824,0.07086807027892783,-0.41851596958962056,kerberos_logons
C1931$@DOM1,12,106,0,106,0.0,1.0,15,10,2,0,96,2,44,0,8.304722222222223,0,-0.0495454821632552,-1,-2.02333939633426,0.012852332366352968,0.01359410304978489,-1.5812551728301583,-1.4952294900328542,-0.27222004276842754,0.008318014743922332,-1.9885615836860158,0.04906585465875058,-2.020226973193231,0.07696223633208711,-0.3685570367524581,total_logons
C2092$@DOM1,12,82,0,82,0.0,1.0,13,9,2,0,68,2,34,0,8.216666666666667,0,-0.0275432661008805,-1,-1.9717938373378838,0.013486768378404365,0.013935183821521981,-1.6778605914749343,-1.4009559008948513,-0.2560665588043142,0.008812154009650085,-1.8024590219073906,0.06820512574297291,-1.8936050731072045,0.08053891513469183,-0.33744570951832675,total_logons
C2653$@DOM1,12,11,11,0,1.0,0.0,5,1,2,0,9,2,0,9,6.530833333333334,0,-0.0066548424923065,-1,-0.5705253871534695,-2.1998790508810955,-2.0351039225149252,-0.6578430995849623,-0.14367026372536323,-0.17341304680179903,0.00916350683029561,-0.5558241706163466,0.10616606931438721,-0.063739473381041,-2.4076625454830767,-0.03932440278731781,ntlm_logons
C3131$@DOM1,12,11,10,1,0.9090909090909092,0.0909090909090909,3,1,3,0,4,3,0,4,7.384444444444444,0,-0.0224102551153504,-1,-0.55089475081391,-2.003780926078119,-1.7797796382655837,0.0013588315656010712,-0.12629132288893719,-1.71292340424906,0.009843357202739596,-0.06458004166105022,-0.7079364178129718,-0.0582781900442904,-1.9141340704053467,-0.14484974116329996,failed_logons
C395$@DOM1,12,81,0,81,0.0,1.0,9,8,2,0,78,2,33,0,8.46888888888889,0,-0.0164241622335196,-1,-1.9792959014692486,0.014050992536468873,0.014342173328959056,-1.3401418162130236,-1.3199889921221888,-0.25167845113665993,0.009209828865869059,-1.9244040049158408,0.08476260038930675,-1.9542582790208094,0.0801637049468952,-0.36402105869727563,total_logons
C457$@DOM1,12,125,1,124,0.008,0.992,6,9,1,0,125,4,61,0,8.593055555555555,0,-0.0714035565060365,-1,-1.909216478751577,-1.0648168846462303,-0.08422334173258075,-0.7391885323518043,-1.1609803495944475,0.060330937568212256,0.0073879954755667375,-1.851883458579599,-0.9502544908782038,-1.9454237379229387,0.054774112727118796,-0.4234250100251289,kerberos_logons
C467$@DOM1,12,109,0,109,0.0,1.0,5,9,2,0,107,4,51,0,8.261944444444444,0,-0.0419380572316095,-1,-2.0428638124844984,0.012949009706170404,0.0129690493014842,-0.5111189308712493,-1.2643215150080378,-0.23902587561787866,0.009219900950299911,-2.0594959447127956,-1.023758138610353,-2.0383589204472496,0.06179328603755992,-0.3581709907365648,network_logons
C480$@DOM1,12,251,0,251,0.0,1.0,5,5,1,0,251,2,124,0,8.654722222222222,0,-0.0372742889028517,-1,-2.4774009393921737,0.013669090524097954,0.013664344822246372,-0.6187924137711107,-0.9286273014282206,0.05967403092912853,0.008386653840336123,-2.3221144900820523,0.033972483105167824,-2.7156746635146263,0.07680551644581757,-0.4920167055765034,kerberos_logons
C523$@DOM1,12,118,0,118,0.0,1.0,17,12,2,0,94,3,51,1,8.588611111111112,0,-0.0672008641945963,-1,-1.829660830011251,0.011636725391361423,0.012012122261002359,-1.407281427254843,-1.3375162200697994,-0.21750050622324144,0.008134220467962378,-1.7179178655063383,-0.5562442201461155,-1.7749462626904617,-0.7727464793406521,-0.3453709835215957,total_logons
C528$@DOM1,12,73,0,73,0.0,1.0,4,7,1,0,73,3,45,0,8.665277777777778,0,-0.0004663668510294,-1,-1.9896104179491414,0.014296780659885216,0.014346644614163908,-0.306512660814329,-1.1165803700988084,0.05972728740220308,0.009795225121850307,-1.9706436602158106,-0.7883386606472003,-2.1542873044963393,0.0675665747130004,-0.44356538622923186,kerberos_logons
C529$@DOM1,12,103,0,103,0.0,1.0,4,7,2,0,101,2,48,0,8.492777777777778,0,-0.0083805988404342,-1,-2.2794306397383464,0.014268069111337118,0.013807363598190642,-0.2696806056555903,-1.1723091547387139,-0.2387597461134971,0.009785711154663321,-2.2922912021966924,0.11706871150412664,-2.3758729453806002,0.08345102643122213,-0.3771490449839029,kerberos_logons
C538$@DOM1,12,375,0,375,0.0,1.0,19,15,2,0,364,2,183,0,8.655277777777778,0,-0.0847928878387822,-1,-2.1647000003966013,0.011373516576581932,0.012535973959250128,-1.5486207698834942,-1.572760193085817,-0.2689965860047047,0.007621518528041005,-2.0694217201599576,0.005422503794538675,-2.3285900649502325,0.07009793795831898,-0.4114002828349413,kerberos_logons
C553$@DOM1,12,113,0,113,0.0,1.0,14,10,3,0,105,4,50,2,8.606111111111112,0,-0.0868957902631708,-1,-1.5958924525483926,0.01093348803744683,0.010753768813965489,-1.1542075882092941,-1.1254516796663252,-1.0973976466573239,0.008448398239624384,-1.5681870943355218,-0.7723214015895107,-1.5771283812648598,-1.0830196095090665,-0.35293100602179955,total_logons
C567$@DOM1,12,381,0,381,0.0,1.0,19,18,2,0,376,2,182,0,8.629166666666666,0,-0.0856018075106523,-1,-2.163989887491345,0.011321587991965526,0.012535973959250128,-1.5323467074976698,-1.634557316922923,-0.26877685665848405,0.007604875134932187,-2.0604667561857797,0.00857678059905675,-2.308420044780945,0.06994791884389767,-0.4138677334909732,kerberos_logons
C585$@DOM1,12,407,0,407,0.0,1.0,7,6,2,0,405,2,197,0,8.530555555555555,0,-0.048527724457239,-1,-2.312849333111447,0.012730862002516,0.013619424943798761,-0.9147364140570877,-0.939784169300883,-0.24229668732490575,0.008633480882374337,-2.3135981369031384,0.05664248368527373,-2.6094308631472,0.07547736957706368,-0.4032357417358945,kerberos_logons
C586$@DOM1,12,135,1,134,0.0074074074074074,0.9925925925925926,6,12,1,0,135,3,62,0,8.390277777777778,0,-0.0695567325811572,-1,-1.895061892563216,-1.0805072852457425,-0.08453312655705977,-0.7334975829108191,-1.3462972992474331,0.05278065925355087,0.007973901120906639,-1.8933671962383296,-0.7003038783926356,-1.9466484954381962,0.05507034446856481,-0.40763702733107643,kerberos_logons
C599$@DOM1,12,414,0,414,0.0,1.0,16,15,2,0,359,2,184,0,8.662777777777778,0,-0.0842540639642228,-1,-2.1821450879659645,0.011391312036683553,0.012540999824775679,-1.4860364511592798,-1.575427547746145,-0.26806332070416045,0.007621518528041005,-2.0794476070958825,0.005332132023942135,-2.3462013542306575,0.07031831128401665,-0.4173210712943885,kerberos_logons
C612$@DOM1,12,109,0,109,0.0,1.0,6,9,1,0,109,3,48,0,8.600555555555555,0,-0.0303960399822031,-1,-2.020725466909213,0.013724890140291995,0.01384655847105542,-0.767026340534617,-1.3156091947461586,0.060195151678925515,0.009513074419003115,-2.041351859205045,-0.7595008960726674,-2.0071707635614313,0.06645699304960291,-0.464475440695429,network_logons
C625$@DOM1,12,83,0,83,0.0,1.0,5,8,1,0,83,2,50,0,8.483611111111111,0,-0.0076397075963883,-1,-2.1461805551337454,0.014744850231309713,0.013753624196963323,-0.6277728351168983,-1.3696136941147596,0.0628793980959431,0.00933300447077469,-2.0787119401783465,0.07988893551454289,-2.356286843664049,0.07968652791829382,-0.43362130537448235,kerberos_logons
C743$@DOM1,12,411,0,411,0.0,1.0,4,5,1,0,411,2,208,0,8.578333333333333,0,-0.0369013484106856,-1,-2.5702215384221327,0.013786182210667424,0.013720283568953448,-0.31726557806145633,-0.957164730764821,0.06516047042799868,0.00835508756370784,-2.3983972096137673,0.04007993136513723,-2.8355726913146464,0.07773484338216169,-0.4813096905267678,kerberos_logons
C988$@DOM1,12,103,1,102,0.0097087378640776,0.9902912621359224,19,10,3,0,76,4,36,1,8.435,0,-0.0877068452108849,-1,-1.4830662075851757,-0.8829162262732493,-0.12047194814898214,-1.2501690956831826,-1.0839513190741683,-1.0834587615604572,0.007357756865918797,-1.3734141218323317,-0.728476447181609,-1.3407525280607457,-0.6558744641486727,-0.31620784202839347,total_logons
U10107@DOM1,12,121,0,121,0.0,1.0,1,1,1,0,121,2,66,0,8.654444444444444,0,-0.0102375564168606,-1,-2.661234417913119,0.015468508124197164,0.015090788787981077,-0.05328718934338245,-0.02902578898554649,0.0848094616873771,0.007819434114936403,-2.6049401294185355,-0.033311640459587906,-2.908546250461626,0.08524596046757069,-0.7232587038407993,kerberos_logons
U1025@DOM1,12,61,0,61,0.0,1.0,17,16,3,0,39,3,17,0,23.223333333333333,1,-0.0518363880554199,-1,-1.443226246659301,0.011654757975900815,0.012224468473434886,-1.455046764963325,-1.4834296065760966,-1.2242494609945327,0.010705285766711575,-1.1911002704281013,-0.6598506445334997,-1.200695330436853,0.06142733826838865,-1.0714138578110566,unique_source_computers
U1025@DOM1,13,86,0,86,0.0,1.0,22,18,4,1,53,4,26,1,23.20583333333333,1,-0.0917578933265031,-1,-1.4130944760684874,0.010914226097810712,0.010158142015317187,-1.2802848854850024,-1.3275782535665794,-1.1084288669729663,-0.46029671176149567,-1.1698138872895503,-0.7411881382638597,-1.2528518299775941,-0.6977731669265378,-0.9558581195517986,total_logons
U1025@DOM1,14,53,0,53,0.0,1.0,12,10,3,0,32,4,7,4,21.566666666666663,1,-0.0505167113770295,-1,-1.3140571206514875,0.012280673543958624,0.011717168673818066,-1.1494987463066917,-1.1810502977407509,-1.171259556327125,0.010818381637288722,-1.0256695150460204,-0.8657261636363298,-0.569088772590697,-1.4268059910729536,-0.939098226982018,ntlm_logons
U1106@DOM1,12,61,0,61,0.0,1.0,14,9,3,0,38,2,19,0,22.33944444444445,1,-0.0302274071324385,-1,-1.538472103806766,0.013189150204388147,0.013324642375370191,-1.5635214447739123,-1.2299849098971032,-1.3539469600678786,0.010837841993266163,-1.2318771655980139,0.0469907863900419,-1.3944951616855745,0.07668051111684608,-1.057490229867883,unique_destinations
U1106@DOM1,13,79,0,79,0.0,1.0,19,11,3,0,48,2,24,0,22.641666666666666,1,-0.0512064052467884,-1,-1.6614521740939727,0.012211552604535306,0.012914288022825559,-1.5320487610291114,-1.3268954690870454,-1.3343818756793175,0.010531647518569661,-1.3754796153191156,0.034931779694948324,-1.474213722883258,0.07391896324375222,-1.060839679231603,total_logons
U1106@DOM1,14,60,0,60,0.0,1.0,15,11,3,0,31,2,8,0,23.006666666666668,1,-0.0215379549682449,-1,-1.711490952507082,0.0137064881266249,0.01406993409002558,-1.6241308718436007,-1.4337277009895797,-1.4134906313688718,0.011787379248250872,-1.1912976004913114,0.08182687285755601,-0.6902109848534229,0.0818185981108478,-1.173537993201593,total_logons
U1133@DOM1,12,92,2,90,0.0217391304347826,0.9782608695652174,16,12,2,0,68,2,0,34,6.176944444444445,1,-0.0762532149646547,-1,-1.787725329419818,-1.330752236477867,-0.1947390375831807,-1.4475148399785218,-1.2898361049961533,-0.2593679483600746,0.006618067094558475,-1.584713284896975,0.028804269453716343,-0.008745740562738889,-2.155910878897713,-0.07426615287648144,ntlm_logons
U1133@DOM1,13,53,0,53,0.0,1.0,9,6,2,0,43,2,0,21,14.336666666666666,1,-0.0069696309533986,-1,-1.6385631885575687,0.014908855266746875,0.014541505521412347,-1.2747260162530858,-0.8912726721744553,-0.27104473561910725,0.009302620737182733,-1.5083104066033568,0.09973350482061888,-0.030315357785340395,-2.425736362942781,-0.8366473914417115,ntlm_logons
U1145@DOM1,12,74,0,74,0.0,1.0,14,10,3,0,52,2,26,0,22.164166666666667,1,-0.0506902978410296,-1,-1.6497218417333905,0.012231955055310533,0.012838071764460168,-1.4382599983772013,-1.3265478075506412,-1.3309019434054536,0.010647912105355492,-1.3776404444228882,0.03303657147330844,-1.6065424436697402,0.07331568000134751,-1.023258777479255,total_logons
U1145@DOM1,13,63,0,63,0.0,1.0,18,13,3,0,46,2,22,0,18.15055555555556,1,-0.0403738821027782,-1,-1.560089054328242,0.012610433482204905,0.013038514054011546,-1.5419616962553775,-1.432462370884663,-1.30712408454853,0.01056415115357949,-1.3901373082807762,0.050567047943644465,-1.402722632152045,0.07473553193690516,-0.9365001221786129,total_logons
U1145@DOM1,14,63,0,63,0.0,1.0,16,13,2,0,47,2,20,0,23.20027777777777,1,-0.0296538454765659,-1,-1.6904146483854894,0.013150156711377129,0.013774946771427,-1.6241497880803974,-1.5917125140689667,-0.2545244488591855,0.009191236890440404,-1.5267843735687494,0.07104963165735384,-1.5127737813097901,0.0794704448709309,-1.1836139590166632,total_logons
U114@DOM1,12,92,0,92,0.0,1.0,18,13,3,0,58,3,7,15,23.38055555555556,1,-0.0774703245424104,-1,-1.5346072825210784,0.011837566474309398,0.011001604050401093,-1.2570419835569855,-1.2062226723736629,-1.1227443864224165,0.009376867332987508,-1.2752635091977187,-0.585960199353029,-0.5417072561288505,-1.6544245114476828,-0.9752011452157091,ntlm_logons
U114@DOM1,14,60,0,60,0.0,1.0,11,9,3,0,51,3,6,18,19.308333333333334,1,-0.0552168621247339,-1,-1.3561332205695111,0.01246583565640858,0.012445746948892809,-1.123438415130126,-1.0662624340105593,-1.18660961753933,0.010917141148633652,-1.2621849391576874,-0.5816015790685353,-0.48234247212434633,-1.780791663306903,-0.8947436080294454,ntlm_logons
U1289@DOM1,12,71,0,71,0.0,1.0,14,11,2,0,47,3,18,3,21.343333333333334,1,-0.0518672269909913,-1,-1.5083168390722133,0.012081121177468512,0.01192862629370543,-1.33664677859286,-1.2655549227295952,-0.21228931188885142,0.008540405267659024,-1.3366485734509512,-0.5757858337991564,-1.1798842722106067,-1.3412592207484402,-0.9097615546926545,total_logons
U1289@DOM1,13,55,0,55,0.0,1.0,13,10,2,0,41,2,19,0,19.55583333333333,1,-0.0148843822243387,-1,-1.6707586205882183,0.013554444135847428,0.014320374154822712,-1.637877869641921,-1.5205907555587905,-0.23381562992369406,0.009583310419224377,-1.459713670143951,0.07323105125174326,-1.5218562420276964,0.08213905409282779,-1.0481927886449753,total_logons
U1289@DOM1,14,74,0,74,0.0,1.0,12,10,3,0,60,2,26,0,23.377777777777776,1,-0.0540512462260446,-1,-1.6392972091561453,0.012241080314461536,0.012896288397368188,-1.2966437943762774,-1.3138057209931888,-1.3355896548325124,0.010408152979612416,-1.5064838051191651,0.013353622596263787,-1.5963572451246424,0.07135437388522894,-1.1078791548097962,total_logons
U12@DOM1,12,95,0,95,0.0,1.0,10,12,2,0,91,3,11,35,23.45722222222222,1,-0.0814858929413842,-1,-1.6339154769793522,0.012062682401003572,0.011528886133744448,-1.0572118014300567,-1.213499130666055,-0.25375632568946693,0.007090713108262523,-1.602939743099181,-0.6022573230995413,-0.8745565464486063,-1.9558338432489073,-1.0326689993412714,ntlm_logons
U12@DOM1,13,64,0,64,0.0,1.0,11,15,2,0,61,3,13,15,23.66055555555556,1,-0.0676519414844701,-1,-1.4103562165500487,0.011992270070936941,0.011736980849797837,-1.1070631076529214,-1.44834638952148,-0.2241982616474912,0.00799263299827587,-1.4246545980326306,-0.6049114213920953,-0.9536305971430191,-1.7592586499828244,-1.0352595503559299,ntlm_logons
U12@DOM1,14,41,0,41,0.0,1.0,9,11,2,0,39,3,8,14,22.192222222222224,1,-0.0307977194939751,-1,-1.222049499061114,0.01302006704162081,0.012764667782256073,-1.097497098073901,-1.3089527237150018,-0.22075880708256984,0.0089621888426475,-1.2865050926244688,-0.6398745351970406,-0.6479806888394232,-1.8218361947067723,-1.009411780152697,ntlm_logons
U13@DOM1,12,64,0,64,0.0,1.0,9,6,2,0,60,3,12,26,23.044444444444444,1,-0.0459622252686897,-1,-1.466586488659208,0.012801004347136847,0.012638117456973207,-1.0593131378561134,-0.7630072108003803,-0.22848553368284985,0.0083547494529602,-1.4506819985265993,-0.5987583418425948,-0.9312909345122259,-2.037949871020051,-1.0165968954007674,ntlm_logons
U13@DOM1,13,77,0,77,0.0,1.0,9,10,2,0,69,3,6,29,22.72055555555556,1,-0.0617484565654968,-1,-1.5954127507651925,0.012967652810516801,0.011981290140973504,-1.080849532580688,-1.2587178473573417,-0.2597777680265737,0.008588817354766923,-1.539119170461346,-0.6387723318409579,-0.5183059799097189,-1.9618411253878814,-1.0043384084230533,ntlm_logons
U13@DOM1,14,59,0,59,0.0,1.0,6,6,2,0,55,3,3,24,23.131666666666668,1,-0.0244066040011337,-1,-1.5545046339102524,0.014113716691562743,0.013716197907588306,-0.7187737604479423,-0.8290092283460182,-0.24945011145859486,0.010131006568550456,-1.5417717816930565,-0.670752841352917,-0.19894129519226683,-2.270557830676687,-1.0965754668994625,ntlm_logons
U1450@DOM1,12,66,0,66,0.0,1.0,11,11,2,0,57,2,30,0,22.682222222222222,1,-0.0319041027180905,-1,-1.7024966461497923,0.012905375339345803,0.013711636695792189,-1.3451502889401934,-1.4711778607625146,-0.26408768316643283,0.009018809753197908,-1.6288995286842907,0.03916582407248325,-1.8271648235824889,0.07658628897133972,-1.1545329396914163,kerberos_logons
U1450@DOM1,13,67,0,67,0.0,1.0,11,9,2,0,60,3,29,1,23.54722222222222,1,-0.0419614005760409,-1,-1.4438259456838156,0.01230071872953735,0.01259966104622949,-1.1894978076452427,-1.1630398029048203,-0.2082432621539372,0.008358042064429852,-1.5143753674169553,-0.583763738287291,-1.517510612953488,-0.7820961458035611,-1.0715463169964883,kerberos_logons
U1450@DOM1,14,67,0,67,0.0,1.0,11,10,2,0,60,2,25,0,23.584444444444443,1,-0.0307905766970872,-1,-1.705499624972894,0.012957708743503129,0.013897069194286002,-1.3880429856493324,-1.481008386289694,-0.2504400799068801,0.009149868778745223,-1.6956925451763947,0.04716160610586661,-1.678412609506225,0.07755833359231283,-1.1816056973880689,total_logons
U1480@DOM1,13,62,1,61,0.0161290322580645,0.9838709677419356,16,9,2,0,39,3,16,5,23.3075,1,-0.0669373043950828,-1,-1.2894498079198085,-0.9489177280349332,-0.15792105248084518,-1.3024470473823477,-1.0223384292906703,-0.1970951514561335,0.0074378828488437165,-1.0785756281324697,-0.5364325807928861,-1.0275130967612902,-1.4032325231136704,-0.9659155668929262,ntlm_logons
U1480@DOM1,14,91,0,91,0.0,1.0,16,12,2,0,78,2,48,0,22.897222222222226,1,-0.0622113464993946,-1,-1.8761599249038605,0.01247938385827232,0.012990422000725787,-1.536436321613482,-1.4575039242880508,-0.28381124393827345,0.00778922136591803,-1.7481448049193373,0.03379841827617681,-1.977009616795637,0.07408294007446037,-1.0945127156159216,kerberos_logons
U14@DOM1,12,146,0,146,0.0,1.0,7,6,1,0,146,3,14,64,8.655555555555555,0,-0.0552681400575706,-1,-1.9218318574776474,0.01244467268864264,0.013077736395442928,-0.788233466900589,-0.8223777391838138,0.06046564686916498,0.007861364483548908,-1.8569004645232108,-0.6477459416135668,-1.086347875149225,-2.2458773375023484,-0.4238019530451811,ntlm_logons
U1506@DOM1,12,73,0,73,0.0,1.0,13,12,2,0,62,3,26,1,20.96361111111111,1,-0.0555305335387004,-1,-1.5550133124889842,0.012142403644050696,0.01197869948641914,-1.3585611881929238,-1.3429823314577762,-0.22211151903207016,0.00847458975358756,-1.4967602193194052,-0.5831365160902453,-1.4766198261699262,-0.782255930886233,-0.9194766573457186,total_logons
U1506@DOM1,13,94,0,94,0.0,1.0,19,12,2,0,74,3,24,10,23.273611111111112,1,-0.0809493057775671,-1,-1.5786056250917428,0.011545720969559279,0.011176689358165614,-1.333999825779126,-1.230396552944747,-0.2365081524212648,0.006937334629515897,-1.4913475452331302,-0.5775219559517314,-1.2634000150944278,-1.5200129419679895,-0.9838240388325128,total_logons
U1569@DOM1,12,71,0,71,0.0,1.0,4,3,2,0,67,3,32,1,23.82333333333333,1,-0.0175780375263031,-1,-1.8242315053134597,0.013589318687551649,0.01372641513048376,-0.2536611506803516,-0.12017409669962216,-0.25780554014337703,0.007963717307693711,-1.8998281795564917,-0.649506689369327,-1.866116459310098,-0.8965257054153352,-1.2220879057001266,network_logons
